717,1204,1218
67,195,1218
101,130,1228
179,435,1228
181,1073,1228
228,592,1228
408,49,1228
676,1109,1228
721,380,1239
119,311,1239
270,409,1239
352,891,1239
471,729,1239
143,252,1239
179,435,1249
196,1068,1249
343,624,1249
67,195,1249
84,283,1249
128,1067,1249
702,827,1259
119,311,1259
210,1233,1259
471,729,1259
84,174,1259
24,117,1269
187,767,1269
702,827,1269
716,311,1269
753,1264,1269
194,172,1280
336,74,1280
11,461,1280
210,1233,1280
211,1008,1280
375,73,1280
494,413,1280
41,148,1290
138,0,1290
324,168,1290
608,310,1290
11,461,1290
196,1068,1290
270,409,1300
384,651,1300
193,338,1300
480,21,1300
753,1264,1300
265,90,1300
429,977,1300
747,1261,1310
41,148,1310
194,172,1310
384,651,1310
27,397,1310
781,59,1320
138,0,1320
716,311,1320
238,752,1320
398,29,1331
7,573,1331
27,397,1331
113,742,1331
352,891,1331
433,404,1331
464,314,1341
554,298,1341
687,618,1341
728,703,1341
753,982,1341
138,0,1341
191,290,1351
238,752,1351
360,1192,1351
364,715,1351
124,127,1351
747,1261,1351
441,273,1361
480,1029,1361
174,561,1361
604,1174,1361
662,758,1361
316,379,1372
558,1006,1372
751,76,1372
441,273,1372
7,573,1382
354,27,1382
360,1192,1382
364,715,1382
375,1246,1382
790,218,1382
56,1191,1382
73,1153,1392
79,867,1392
166,627,1392
174,561,1392
316,379,1392
350,376,1392
352,1200,1402
433,404,1402
558,1006,1402
604,1174,1402
620,806,1402
620,1060,1402
651,320,1402
662,758,1413
697,450,1413
727,863,1413
751,76,1413
783,604,1413
786,492,1413
790,218,1413
7,573,1423
34,625,1423
76,931,1423
79,867,1423
187,767,1423
203,407,1423
212,186,1433
215,33,1433
279,905,1433
317,34,1433
330,437,1433
346,1121,1433
352,891,1433
354,27,1443
364,715,1443
418,1074,1443
459,1244,1443
492,255,1443
505,1229,1443
552,1131,1454
660,858,1454
668,82,1454
54,452,1454
69,26,1454
128,1067,1454
136,121,1464
179,603,1464
211,1008,1464
336,74,1464
398,29,1464
411,1098,1464
452,94,1464
554,298,1474
608,310,1474
755,1251,1474
762,1253,1474
6,382,1474
50,1017,1474
116,671,1484
168,1229,1484
197,828,1484
264,758,1484
394,663,1484
414,1084,1484
490,79,1484
523,280,1495
585,725,1495
747,1261,1495
777,1223,1495
77,1160,1495
239,139,1495
335,1170,1505
589,1050,1505
681,1027,1505
237,316,1505
554,354,1505
585,725,1505
679,510,1515
723,1056,1515
754,1254,1515
76,481,1515
294,1268,1515
679,1032,1515
740,823,1515
265,90,1525
346,431,1525
394,663,1525
408,49,1525
754,1066,1525
105,1014,1525
140,942,1536
220,895,1536
347,452,1536
785,182,1536
682,333,1536
11,688,1536
34,532,1546
253,724,1546
265,90,1546
350,376,1546
546,382,1546
659,511,1546
758,1259,1556
740,823,1556
101,130,1556
166,627,1556
34,532,1556
140,942,1566
476,1040,1566
480,172,1566
524,628,1566
754,1263,1566
785,427,1566
11,688,1576
105,1014,1576
135,489,1576
155,1233,1576
335,1170,1576
394,663,1576
480,21,1587
573,1243,1587
642,962,1587
751,1254,1587
756,1257,1587
794,515,1587
101,130,1587
226,196,1597
642,962,1597
676,238,1597
783,621,1597
136,985,1597
378,250,1597
717,1204,1607
723,470,1607
0,345,1607
337,1034,1607
347,452,1607
375,73,1607
418,1074,1607
485,1163,1617
740,823,1617
69,318,1617
136,985,1617
153,746,1617
744,1228,1617
333,179,1628
328,635,1628
34,1219,1628
511,219,1628
633,893,1628
676,238,1628
154,1265,1638
174,1209,1638
221,729,1638
544,559,1638
723,470,1638
740,823,1638
34,1219,1648
153,746,1648
161,568,1648
269,672,1648
754,1252,1648
757,1257,1648
760,1257,1648
53,242,1658
328,635,1658
350,567,1658
511,219,1658
19,1197,1658
34,585,1658
228,592,1669
333,179,1669
490,79,1669
752,82,1669
476,965,1679
174,1209,1679
756,95,1679
757,1257,1679
687,831,1679
424,575,1679
480,1029,1689
752,82,1689
781,59,1689
237,2,1689
524,600,1689
756,95,1689
385,283,1699
476,965,1699
34,391,1699
740,1251,1699
785,182,1699
407,435,1699
499,1020,1699
575,829,1710
659,394,1710
676,238,1710
753,1254,1710
770,1231,1710
50,612,1710
174,1209,1720
424,575,1720
610,450,1720
628,1206,1720
660,615,1720
727,1097,1720
770,902,1720
774,978,1730
785,182,1730
218,1039,1730
221,729,1730
229,632,1730
255,1048,1730
271,190,1740
319,852,1740
339,296,1740
357,249,1740
465,1237,1740
524,600,1740
562,46,1751
571,400,1751
575,829,1751
603,199,1751
611,992,1751
731,683,1751
740,1248,1751
740,1251,1751
753,1254,1761
754,1263,1761
768,1249,1761
794,1057,1761
0,1104,1761
53,242,1761
83,926,1771
113,742,1771
119,311,1771
141,785,1771
174,1209,1771
191,597,1771
198,591,1771
200,713,1781
204,1032,1781
212,451,1781
221,561,1781
271,190,1781
282,642,1781
308,118,1792
327,1243,1792
337,1034,1792
349,992,1792
407,435,1792
431,241,1792
447,803,1802
480,1029,1802
490,79,1802
516,909,1802
536,198,1802
544,559,1802
569,941,1802
609,333,1812
610,450,1812
636,394,1812
639,1107,1812
657,1031,1812
659,511,1812
666,424,1822
687,831,1822
690,345,1822
705,1084,1822
728,671,1822
740,1248,1822
743,1263,1822
752,1250,1832
754,1252,1832
762,997,1832
785,427,1832
17,500,1832
24,364,1832
34,391,1843
39,613,1843
90,100,1843
102,877,1843
103,325,1843
130,530,1843
145,1187,1853
169,295,1853
177,694,1853
178,999,1853
205,698,1853
216,870,1853
223,871,1853
264,1137,1863
279,525,1863
358,811,1863
378,250,1863
379,483,1863
389,227,1863
443,132,1873
480,538,1873
482,564,1873
500,51,1873
547,566,1873
556,912,1873
562,988,1873
577,434,1884
612,587,1884
617,243,1884
704,1230,1884
720,1164,1884
738,1039,1884
744,1252,1894
745,1251,1894
754,1103,1894
760,1257,1894
34,391,1894
47,363,1894
50,612,1904
87,861,1904
155,76,1904
215,594,1904
250,816,1904
294,753,1904
354,670,1904
491,605,1914
499,661,1914
515,1128,1914
548,835,1914
556,948,1914
660,615,1914
702,86,1925
755,1261,1925
105,398,1925
221,729,1925
237,2,1925
259,469,1925
410,119,1925
559,681,1935
72,38,1935
191,597,1935
239,361,1935
307,932,1935
329,409,1935
385,283,1945
408,341,1945
476,1040,1945
612,759,1945
700,803,1945
723,131,1945
728,703,1955
795,607,1955
142,593,1955
407,689,1955
429,977,1955
472,863,1955
490,79,1955
505,1229,1966
112,675,1966
168,469,1966
313,1027,1966
328,511,1966
33,950,1966
229,632,1976
224,166,1976
258,4,1976
472,863,1976
59,167,1976
621,424,1976
313,1027,1986
508,119,1986
620,1158,1986
707,1034,1986
746,1260,1996
750,1247,1996
754,1241,1996
774,818,1996
781,761,1996
73,571,1996
224,166,1996
258,4,2007
324,168,2007
328,511,2007
442,558,2007
472,119,2007
513,555,2007
621,424,2017
637,62,2017
707,1034,2017
750,1249,2017
205,916,2017
229,632,2017
508,119,2017
523,543,2027
594,1231,2027
606,558,2027
72,443,2027
120,826,2027
171,1119,2027
363,355,2037
383,934,2037
442,558,2037
444,289,2037
600,174,2037
773,267,2037
738,1039,2048
258,4,2048
313,1027,2048
399,87,2048
523,543,2048
688,410,2048
59,167,2058
64,110,2058
167,365,2058
472,119,2058
590,734,2058
600,174,2058
743,1045,2068
751,1260,2068
758,1256,2068
0,345,2068
62,834,2068
112,1035,2068
577,614,2068
578,612,2078
618,213,2078
620,1158,2078
713,603,2078
738,1039,2078
22,348,2078
59,167,2088
89,103,2088
313,1027,2088
399,87,2088
149,624,2088
569,1053,2088
665,101,2099
163,73,2099
577,614,2099
72,443,2099
408,341,2099
476,44,2099
688,410,2099
711,190,2109
760,1118,2109
82,406,2109
205,495,2109
255,1206,2109
348,190,2109
475,470,2119
569,1053,2119
57,1061,2119
149,624,2119
163,73,2119
243,237,2119
435,903,2119
688,410,2129
72,443,2129
136,315,2129
137,413,2129
168,469,2129
258,4,2129
272,1231,2140
343,676,2140
674,267,2140
720,882,2140
26,595,2140
124,881,2140
754,1241,2150
420,57,2150
476,44,2150
747,1262,2150
765,1263,2150
153,823,2150
169,580,2160
177,695,2160
711,190,2160
78,1118,2160
114,966,2160
145,945,2160
268,431,2170
470,20,2170
136,315,2170
490,546,2170
755,1249,2181
272,1231,2181
347,1009,2181
682,333,2181
447,345,2181
470,20,2191
19,1197,2191
218,1039,2191
239,361,2191
283,1208,2191
420,57,2191
490,546,2191
678,864,2201
746,1220,2201
755,1249,2201
26,997,2201
97,624,2201
204,210,2201
447,345,2211
697,1119,2211
11,954,2211
169,580,2211
318,1160,2211
405,872,2211
746,1220,2211
747,1262,2222
19,1197,2222
522,1150,2222
11,954,2222
289,86,2222
359,489,2222
318,1160,2232
218,1039,2232
230,171,2232
177,695,2232
626,3,2232
124,971,2242
230,1051,2242
575,735,2242
700,490,2242
299,1129,2242
442,202,2242
449,1213,2242
756,1260,2252
47,930,2252
114,8,2252
666,418,2252
23,376,2252
517,166,2252
376,556,2263
626,3,2263
794,709,2263
299,1129,2263
575,735,2263
754,385,2273
754,1066,2273
238,707,2273
289,86,2273
463,223,2273
700,490,2273
709,222,2273
218,1039,2273
639,668,2283
666,418,2283
708,109,2283
12,1224,2283
168,245,2283
250,80,2283
347,1009,2293
376,556,2293
463,223,2293
522,1150,2293
544,1230,2293
709,222,2293
794,709,2293
47,930,2304
73,571,2304
99,1112,2304
146,1215,2304
201,307,2304
371,429,2304
397,1099,2314
555,409,2314
700,490,2314
753,1250,2314
768,1086,2314
780,1278,2314
32,423,2324
33,950,2324
64,110,2324
218,1039,2324
414,483,2324
188,100,2324
452,96,2324
659,1279,2334
661,272,2334
78,1116,2334
114,8,2334
378,561,2334
414,483,2334
466,657,2344
737,434,2344
754,1255,2344
755,1248,2344
768,1086,2344
79,927,2344
359,489,2344
509,1059,2355
188,100,2355
480,269,2355
743,1257,2365
743,1260,2365
749,845,2365
115,756,2365
154,1265,2365
352,881,2365
502,534,2375
690,392,2375
12,1224,2375
81,767,2375
114,8,2375
225,961,2375
237,573,2375
247,910,2385
277,524,2385
306,616,2385
344,636,2385
432,1152,2385
452,96,2385
480,269,2396
488,262,2396
754,1258,2396
0,363,2396
6,356,2396
33,1272,2396
136,148,2406
242,561,2406
490,461,2406
659,508,2406
690,392,2406
720,588,2406
753,1252,2406
78,1116,2416
131,161,2416
227,303,2416
469,1225,2416
749,845,2416
44,111,2416
743,1255,2426
745,1256,2426
12,1173,2426
432,979,2426
238,707,2426
723,131,2426
381,1225,2437
625,1119,2437
729,1270,2437
743,1255,2437
757,1250,2437
563,191,2437
699,150,2447
748,1251,2447
284,766,2447
690,392,2447
198,175,2447
238,707,2447
381,1225,2457
405,872,2457
500,115,2457
723,131,2457
757,1257,2457
788,358,2457
788,918,2457
44,111,2457
98,850,2467
159,263,2467
198,175,2467
230,171,2467
230,1051,2467
253,674,2467
358,1112,2467
378,620,2478
421,17,2478
451,1259,2478
583,1131,2478
729,1270,2478
743,1255,2478
785,841,2488
7,3,2488
12,417,2488
13,1181,2488
115,236,2488
254,942,2488
352,881,2488
365,359,2498
430,882,2498
500,115,2498
669,1164,2498
690,392,2498
743,1256,2498
744,398,2508
757,1250,2508
757,1257,2508
24,117,2508
37,1122,2508
62,100,2508
149,570,2508
238,707,2508
479,3,2519
651,688,2519
46,70,2519
290,575,2519
405,872,2519
494,122,2519
533,671,2529
780,1263,2529
111,733,2529
157,1078,2529
284,766,2529
367,432,2529
392,755,2539
452,99,2539
514,76,2539
531,637,2539
563,191,2539
584,865,2539
708,109,2539
710,984,2549
740,506,2549
748,1251,2549
752,1251,2549
764,882,2549
127,719,2549
130,63,2560
615,1143,2560
764,930,2560
779,782,2560
474,321,2560
639,668,2560
57,1061,2570
757,1257,2570
5,140,2570
781,771,2570
764,930,2580
559,1072,2580
485,1128,2580
451,147,2580
743,1260,2580
474,337,2590
485,1128,2590
615,1143,2590
263,1164,2590
339,55,2590
370,93,2590
406,1154,2600
486,97,2600
625,1119,2600
704,645,2600
743,1260,2600
745,572,2600
757,1257,2600
781,771,2611
783,770,2611
5,140,2611
136,1147,2611
207,299,2611
227,122,2611
267,387,2621
295,396,2621
415,335,2621
451,147,2621
522,86,2621
544,1230,2621
559,1072,2631
570,326,2631
592,635,2631
629,436,2631
749,960,2631
796,718,2631
12,83,2631
37,291,2641
115,756,2641
136,1147,2641
145,568,2641
149,865,2641
167,947,2641
210,1136,2652
214,589,2652
237,1000,2652
251,320,2652
263,1164,2652
267,387,2652
330,998,2652
339,55,2662
396,315,2662
406,1154,2662
433,260,2662
474,321,2662
474,337,2662
490,461,2662
497,662,2672
533,466,2672
681,1027,2672
711,332,2672
716,579,2672
745,572,2672
751,452,2682
762,107,2682
799,915,2682
12,83,2682
21,450,2682
29,1009,2682
66,850,2682
115,236,2693
160,1219,2693
392,755,2693
629,436,2693
785,1086,2693
37,291,2693
742,1253,2703
34,585,2703
737,434,2703
796,894,2703
496,1047,2703
748,1259,2713
757,1255,2713
167,1178,2713
205,495,2713
264,399,2713
737,434,2713
796,894,2713
226,919,2723
554,354,2723
665,101,2723
156,760,2723
167,1178,2723
748,1259,2723
161,1275,2734
418,1166,2734
496,1047,2734
98,1128,2734
264,399,2734
757,1255,2744
566,116,2744
148,178,2744
378,620,2744
471,434,2754
488,262,2754
167,433,2764
559,651,2764
99,1034,2764
148,178,2764
205,495,2764
374,14,2775
405,872,2775
488,262,2775
566,116,2775
704,1080,2775
156,760,2775
156,820,2775
159,855,2785
471,434,2785
757,1255,2785
167,433,2785
742,1253,2785
430,690,2785
671,1253,2785
698,762,2795
190,127,2795
634,19,2795
741,1258,2795
430,690,2805
533,671,2805
757,1255,2805
785,296,2805
22,348,2805
190,1090,2816
374,14,2816
378,620,2816
387,41,2816
471,434,2816
529,26,2816
573,231,2816
634,19,2826
698,762,2826
763,413,2826
15,64,2826
150,779,2826
173,137,2826
559,651,2836
128,810,2836
146,636,2836
279,130,2836
573,231,2836
533,671,2836
394,1133,2846
216,366,2846
190,127,2846
327,1250,2846
102,646,2846
173,137,2846
275,393,2856
394,1133,2856
533,671,2856
99,1034,2856
190,127,2867
279,130,2867
421,17,2867
530,498,2867
327,1250,2867
728,1139,2867
4,530,2877
63,238,2877
102,646,2877
502,534,2877
603,550,2877
613,735,2877
769,111,2887
145,1035,2887
146,636,2887
299,803,2887
344,737,2887
356,482,2887
562,882,2887
596,1,2897
639,668,2897
668,243,2897
2,1107,2897
530,498,2897
484,354,2908
769,111,2908
592,215,2908
703,7,2908
383,96,2908
397,386,2908
596,1,2918
603,550,2918
755,427,2918
76,481,2918
108,948,2918
613,735,2928
224,813,2928
740,506,2928
559,757,2928
741,1253,2928
85,388,2928
109,1044,2938
192,118,2938
344,737,2938
592,215,2938
613,735,2938
703,531,2938
796,177,2938
108,948,2949
174,1240,2949
192,118,2949
248,1178,2949
396,847,2949
455,1215,2949
533,994,2959
740,506,2959
78,1224,2959
109,1044,2959
112,1131,2959
124,971,2959
178,1060,2969
275,393,2969
432,979,2969
529,26,2969
559,757,2969
753,1255,2969
111,625,2969
253,230,2979
383,96,2979
455,1215,2979
659,337,2979
703,7,2979
756,1256,2979
174,1240,2990
227,24,2990
274,276,2990
397,386,2990
490,79,2990
546,787,2990
617,376,2990
651,688,3000
753,1255,3000
754,1241,3000
4,530,3000
201,442,3000
224,813,3000
248,1178,3010
320,137,3010
381,733,3010
741,1253,3010
788,358,3010
12,1053,3010
111,625,3020
157,256,3020
607,379,3020
177,50,3020
216,366,3020
576,356,3020
159,263,3031
284,428,3031
577,313,3031
754,1241,3031
20,81,3031
533,994,3031
722,1001,3031
741,1253,3041
69,942,3041
397,331,3041
300,908,3041
330,318,3041
344,737,3041
373,737,3051
484,354,3051
578,942,3051
608,415,3051
785,296,3051
788,358,3051
17,908,3051
20,81,3061
63,238,3061
97,207,3061
121,566,3061
216,366,3061
273,771,3061
284,428,3072
300,908,3072
330,318,3072
531,1271,3072
578,942,3072
671,1253,3072
744,1254,3082
764,883,3082
69,942,3082
275,393,3082
161,1275,3082
742,1253,3082
178,1248,3092
736,1082,3092
201,442,3092
20,362,3102
608,415,3102
736,1082,3102
407,689,3102
742,1253,3102
780,1263,3112
178,1248,3112
418,1074,3112
161,1275,3112
201,442,3112
407,689,3112
373,737,3123
682,333,3123
20,362,3123
88,1064,3123
703,391,3123
780,1263,3123
178,1248,3133
236,421,3133
607,379,3133
655,20,3133
212,186,3133
373,737,3133
414,711,3143
418,1074,3143
424,662,3143
479,3,3143
533,994,3143
755,427,3143
111,715,3143
190,1090,3153
492,358,3153
703,391,3153
780,1263,3153
791,647,3153
32,1272,3153
418,1166,3164
708,1211,3164
728,1139,3164
779,782,3164
607,379,3164
370,792,3164
479,3,3164
490,79,3174
344,737,3174
397,331,3174
781,59,3174
741,1133,3174
161,1275,3174
68,955,3184
490,118,3184
762,979,3184
370,792,3184
442,538,3184
642,1270,3194
397,331,3194
73,1153,3194
68,955,3194
368,1129,3194
741,1133,3205
329,987,3205
673,247,3205
762,979,3205
394,1169,3205
442,538,3215
85,388,3215
596,194,3215
73,1153,3215
490,118,3225
236,421,3235
260,228,3235
382,16,3235
481,1014,3235
506,644,3235
570,311,3235
571,1046,3235
596,194,3246
597,857,3246
642,1270,3246
656,16,3246
705,221,3246
710,489,3246
751,1250,3256
85,388,3256
673,247,3256
679,1032,3256
201,442,3256
368,1129,3256
382,16,3266
387,41,3266
410,231,3266
506,644,3266
607,379,3266
630,1029,3266
751,1250,3266
161,1275,3276
181,26,3276
260,228,3276
492,358,3276
136,148,3287
564,1055,3287
329,987,3287
368,1129,3287
228,368,3287
708,1211,3297
394,1169,3297
602,852,3297
111,132,3307
161,1275,3307
290,575,3307
329,987,3307
373,737,3307
387,41,3307
446,839,3317
490,118,3317
576,356,3317
708,1211,3317
288,217,3317
385,667,3328
795,967,3328
12,417,3328
242,1259,3328
255,1206,3328
734,1167,3338
788,1234,3338
242,1259,3338
85,1118,3338
288,217,3338
607,10,3348
630,1236,3348
385,667,3348
734,1167,3348
619,749,3348
614,772,3348
136,148,3358
209,564,3358
288,217,3358
30,380,3358
536,383,3368
614,772,3368
619,749,3368
703,391,3368
136,148,3368
471,703,3368
541,509,3379
743,1045,3379
3,506,3379
124,270,3379
228,368,3379
607,10,3379
81,360,3389
108,719,3389
111,132,3389
427,220,3389
190,68,3389
117,1225,3399
607,537,3399
75,127,3399
81,360,3399
228,368,3409
313,811,3409
371,461,3409
427,220,3409
512,1119,3409
533,671,3409
534,1005,3409
607,10,3420
607,537,3420
117,1225,3420
154,1265,3420
193,859,3420
274,801,3420
293,1040,3420
124,270,3430
356,482,3430
656,1012,3430
752,1247,3430
19,809,3430
66,617,3430
145,945,3440
190,68,3440
747,1260,3440
